Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1961-62,24,SYR,NBA,PG,77,NA,1265,4.9,11.4,0.429,3.8,4.9,0.773,5.5,5,5.8,13.6
1962-63,25,SYR,NBA,PG,80,NA,1581,5.4,11.5,0.471,4.1,5.1,0.815,4.6,5.2,5,14.9
1963-64,26,PHI,NBA,PG,74,NA,1973,5.9,13.4,0.443,3.8,4.9,0.789,4.5,5.3,3.8,15.7
1964-65,27,TOT,NBA,PG,76,NA,2034,6.5,13.7,0.473,4.1,5.4,0.772,3.5,4.1,3.9,17.1
1964-65,27,PHI,NBA,PG,40,NA,1100,7,14.2,0.491,4.8,6,0.804,3.3,4.5,3.9,18.8
1964-65,27,SFW,NBA,PG,36,NA,934,5.9,13,0.45,3.3,4.6,0.723,3.7,3.6,3.8,15
1965-66,28,SFW,NBA,PG,66,NA,1729,7.1,17,0.42,5.5,6.6,0.836,4.3,3.8,3.6,19.8
1966-67,29,SFW,NBA,PG,78,NA,2421,5.7,13.5,0.424,4.6,5.8,0.8,4,5.1,4,16.1
Career,NA,,NBA,,451,NA,11003,6,13.5,0.442,4.4,5.5,0.799,4.3,4.8,4.2,16.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"SYR,PHI",NBA,,271,NA,5919,5.8,12.6,0.457,4.1,5.1,0.796,4.5,5.1,4.6,15.6
3 seasons,NA,SFW,NBA,,180,NA,5084,6.2,14.6,0.426,4.7,5.8,0.803,4.1,4.4,3.8,17.2
