Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1961-62,24,SYR,NBA,PG,77,1265,11.6,0.5,0.429,NA,NA,NA,NA,NA,1.6,1.6,3.2,0.123
1962-63,25,SYR,NBA,PG,80,1581,13.4,0.545,0.441,NA,NA,NA,NA,NA,3,1.5,4.6,0.139
1963-64,26,PHI,NBA,PG,74,1973,14.3,0.505,0.363,NA,NA,NA,NA,NA,2.9,1.3,4.2,0.103
1964-65,27,TOT,NBA,PG,76,2034,14.9,0.532,0.392,NA,NA,NA,16.6,NA,4.7,1.7,6.5,0.153
1964-65,27,PHI,NBA,PG,40,1100,16.8,0.557,0.424,NA,NA,NA,18.4,NA,3.4,0.8,4.2,0.185
1964-65,27,SFW,NBA,PG,36,934,12.7,0.5,0.352,NA,NA,NA,14.5,NA,1.4,0.9,2.2,0.115
1965-66,28,SFW,NBA,PG,66,1729,14.8,0.497,0.388,NA,NA,NA,14.6,NA,2.5,1.5,4,0.112
1966-67,29,SFW,NBA,PG,78,2421,13,0.501,0.428,NA,NA,NA,17.4,NA,2.8,3,5.8,0.115
Career,NA,,NBA,,451,11003,13.8,0.512,0.404,NA,NA,NA,16.3,NA,17.7,10.7,28.3,0.124
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"SYR,PHI",NBA,,271,5919,14,0.525,0.408,NA,NA,NA,18.4,NA,11,5.3,16.3,0.132
3 seasons,NA,SFW,NBA,,180,5084,13.6,0.499,0.4,NA,NA,NA,15.9,NA,6.7,5.4,12.1,0.114
