,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1970-71,23,BAL,NBA,,3,3,,,,,1,2,,,4,1,,,,2,6
1971-72,24,DLC,ABA,,1,,0,,,,0,0,,,,,,,,,2
Career,,,TOT,,3,,,,,,1,2,,,,,,,,,6
,,,NBA,,3,3,,,,,1,2,,,4,1,,,,2,6
,,,ABA,,1,,0,,,,0,0,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,
1 Season,,BAL,NBA,,3,3,,,,,1,2,,,4,1,,,,2,6
1 Season,,DLC,ABA,,1,,0,,,,0,0,,,,,,,,,2
