,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,37,UTA,NBA,PF,81,2895,,,,88%,12%,+6.6,+6.2,144,45,85,34,263,0,776,67,86
2001-02,38,UTA,NBA,PF,80,3040,,,,72%,28%,+1.1,-0.6,179,33,94,38,242,0,710,42,89
2002-03,39,UTA,NBA,PF,81,2936,,,,85%,15%,+3.8,+2.5,133,40,93,25,240,0,778,49,61
2003-04,40,LAL,NBA,PF,42,1373,,,,86%,14%,+7.7,+5.9,71,15,58,7,87,0,345,20,17
Career,,,NBA,,284,10244,,,,82%,18%,+4.3,+3.1,527,133,330,104,832,0,2609,178,253
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,UTA,NBA,,242,8871,,,,82%,18%,+3.8,+2.7,456,118,272,97,745,0,2264,158,236
1 season,,LAL,NBA,,42,1373,,,,86%,14%,+7.7,+5.9,71,15,58,7,87,0,345,20,17
