,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,37,UTA,NBA,PF,5,199,,,,92%,8%,-0.5,+24.4,9,3,6,3,13,0,35,2,6
2001-02,38,UTA,NBA,PF,4,163,,,,65%,35%,-4.6,-17.9,8,2,5,1,12,0,39,1,1
2002-03,39,UTA,NBA,PF,5,191,,,,93%,7%,-7.2,+20.8,15,2,5,3,16,0,41,1,4
2003-04,40,LAL,NBA,PF,21,798,,,,96%,4%,+1.6,+1.2,27,7,20,11,33,0,156,7,16
Career,,,NBA,,35,1351,,,,91%,9%,-0.7,+5.1,59,14,36,18,74,0,271,11,27
,,,,,,,,,,,,,,,,,,,,,,
1 season,,LAL,NBA,,21,798,,,,96%,4%,+1.6,+1.2,27,7,20,11,33,0,156,7,16
3 seasons,,UTA,NBA,,14,553,,,,84%,16%,-4.0,+10.7,32,7,16,7,41,0,115,4,11
