,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,37,UTA,NBA,PF,81,2895,.498,10.1,.996,.326,.114,.209,.347,.004,.499,.674,.373,.413,.426,.400,.822,.023,29,1.000,.000,,0,0
2001-02,38,UTA,NBA,PF,80,3040,.454,11.5,.982,.272,.106,.214,.391,.018,.456,.600,.419,.385,.404,.360,.792,.021,28,.778,.040,1.000,0,0
2002-03,39,UTA,NBA,PF,81,2936,.462,11.6,.989,.249,.117,.196,.427,.011,.464,.664,.411,.365,.408,.214,.809,.016,20,1.000,.000,,0,0
2003-04,40,LAL,NBA,PF,42,1373,.483,10.4,.998,.320,.083,.218,.378,.003,.484,.688,.424,.414,.364,.000,.762,.020,7,,.000,,0,0
Career,,,NBA,,284,10244,.472,11.0,.990,.286,.109,.207,.387,.010,.474,.651,.402,.391,.408,.311,.804,.020,84,.857,.022,1.000,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,UTA,NBA,,242,8871,.471,11.1,.989,.283,.112,.206,.388,.011,.473,.646,.400,.388,.412,.318,.808,.020,77,.857,.023,1.000,0,0
1 season,,LAL,NBA,,42,1373,.483,10.4,.998,.320,.083,.218,.378,.003,.484,.688,.424,.414,.364,.000,.762,.020,7,,.000,,0,0
