,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2013-14,22,HOU,NBA,PG,22,252,91%,9%,,,,-7.0,-12.7,11,6,12,2,10,3,56,1,6
2014-15,23,TOT,NBA,PG,47,938,90%,10%,,,,-3.7,-0.9,40,14,32,2,24,15,240,6,28
2014-15,23,HOU,NBA,PG,25,369,96%,4%,,,,+1.3,-2.6,15,5,9,0,11,4,70,4,11
2014-15,23,PHI,NBA,PG,22,569,87%,13%,,,,-6.7,+3.2,25,9,23,2,13,11,170,2,17
2015-16,24,PHI,NBA,SG,77,1966,16%,81%,3%,,,-13.0,-4.7,43,24,52,7,60,18,324,16,39
2016-17,25,CHI,NBA,SG,39,592,48%,48%,4%,,,-6.6,-7.9,11,6,12,1,13,4,84,3,8
2017-18,26,TOT,NBA,PG-SG,20,422,97%,3%,,,,+0.2,+0.9,20,1,9,0,19,4,187,2,12
2017-18,26,HOU,NBA,SG,1,4,100%,,,,,-27.8,-36.4,0,0,0,0,0,0,0,0,1
2017-18,26,PHO,NBA,PG,19,418,97%,3%,,,,+0.5,+11.3,20,1,9,0,19,4,187,2,11
2018-19,27,TOT,NBA,PG,30,629,100%,,,,,-11.9,-12.0,21,8,23,3,10,10,198,2,11
2018-19,27,PHO,NBA,PG,19,503,100%,,,,,-11.0,-2.3,17,7,18,3,8,8,147,2,9
2018-19,27,MIN,NBA,PG,7,95,100%,,,,,-7.8,-6.4,4,0,4,0,2,0,44,0,1
2018-19,27,MIL,NBA,PG,4,31,100%,,,,,-38.5,-47.4,0,1,1,0,0,2,7,0,1
Career,,,NBA,,235,4799,56%,42%,2%,,,-8.8,-5.2,146,59,140,15,136,54,1089,30,104
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,PHI,NBA,,99,2535,32%,66%,3%,,,-11.6,-2.9,68,33,75,9,73,29,494,18,56
3 seasons,,HOU,NBA,,48,625,94%,6%,,,,-2.3,-6.9,26,11,21,2,21,7,126,5,18
1 season,,CHI,NBA,,39,592,48%,48%,4%,,,-6.6,-7.9,11,6,12,1,13,4,84,3,8
2 seasons,,PHO,NBA,,38,921,99%,1%,,,,-5.8,+3.8,37,8,27,3,27,12,334,4,20
1 season,,MIN,NBA,,7,95,100%,,,,,-7.8,-6.4,4,0,4,0,2,0,44,0,1
1 season,,MIL,NBA,,4,31,100%,,,,,-38.5,-47.4,0,1,1,0,0,2,7,0,1
