,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1982-83,20,LONGISLAND,20,,99,191,,,47,69,,201,,28,98,,,245,.518,,.681,,12.3,10.1,
1983-84,21,LONGISLAND,31,,226,417,,,126,175,,418,,92,115,,,578,.542,,.720,,18.6,13.5,
1984-85,22,LONGISLAND,28,,224,413,,,142,200,,394,,82,78,,,590,.542,,.710,,21.1,14.1,
Career,,,79,,549,1021,,,315,444,,1013,,202,291,,,1413,.538,,.709,,17.9,12.8,
