Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Carey Scurry,,2.6,1.8,0.9
Damien Wilkins,94.2,2.8,1.7,1
George Lee,93.9,2.6,1.7,1.2
Kenny Williams,93.0,2.7,1.6,0.7
Robert Traylor,92.8,2.5,1.9,1
Ike Diogu,91.5,2.6,1.5,0.7
Charles Shackleford,91.1,2.7,1.5,0.8
Phil Jackson,90.1,2.5,1.7,0.5
Anthony Bonner,89.9,2.4,1.6,0.7
Dave Sorenson,89.1,2.6,2.1,0.7
Cheick Diallo,88.7,2.6,1.9,0.5
