Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,32,LAL,NBA,C,4,NA,34,8.2,16.4,0.5,0,0,NA,2.7,5.5,8.2,2.7,2.7,2.7,4.1,16.4,NA,NA,99
Career,NA,,NBA,,4,NA,34,8.2,16.4,0.426,0,0,0.775,2.7,5.5,8.2,2.7,2.7,2.7,4.1,16.4,NA,NA,99
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,LAL,NBA,,4,NA,34,8.2,16.4,0.435,0,0,0.763,2.7,5.5,8.2,2.7,2.7,2.7,4.1,16.4,NA,NA,99
2 seasons,NA,BOS,NBA,,0,NA,0,NA,NA,0.333,NA,NA,0.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
