,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1964-65,23,BOS,NBA,,2,5,1,1,,,5,1,,,5,4
1965-66,24,BOS,NBA,,6,,3,5,,,,,,,,15
1966-67,25,TOT,NBA,,5,13,4,4,,,5,0,,,3,14
1966-67,25,LAL,NBA,,5,13,4,4,,,5,0,,,3,14
1967-68,26,LAL,NBA,,9,,5,7,,,,,,,,20
1968-69,27,LAL,NBA,,7,26,9,9,,,17,4,,,6,19
1969-70,28,LAL,NBA,,9,15,4,4,,,17,3,,,6,18
1972-73,31,TOT,NBA,,8,14,7,10,,,15,4,,,6,19
1972-73,31,LAL,NBA,,8,14,7,10,,,15,4,,,6,19
1973-74,32,LAL,NBA,,4,5,0,0,,,5,1,,,2,8
Career,,,,,9,,9,10,,,,,,,,20
6 Seasons,,LAL,NBA,,9,,9,10,,,,,,,,20
2 Seasons,,BOS,NBA,,6,,3,5,,,,,,,,15
