Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1964-65,23,BOS,NBA,C,4,NA,7.5,1,3.8,0.267,0.3,0.3,1,NA,NA,2.8,0.3,NA,NA,2.5,2.3
1965-66,24,BOS,NBA,C,10,NA,8.2,1.4,3.9,0.359,1.5,1.7,0.882,NA,NA,4,0.3,NA,NA,2.6,4.3
1966-67,25,LAL,NBA,C,3,NA,9.7,1.7,6.3,0.263,1.3,1.3,1,NA,NA,2.7,0,NA,NA,2,4.7
1967-68,26,LAL,NBA,PF,15,NA,20.4,3.6,6.7,0.535,1.4,2.1,0.677,NA,NA,8.9,1.6,NA,NA,3.5,8.6
1968-69,27,LAL,NBA,PF,18,NA,24.6,4.1,10.7,0.385,3,3.9,0.761,NA,NA,7.9,1.4,NA,NA,3.7,11.2
1969-70,28,LAL,NBA,C,14,NA,15.1,2.6,6.3,0.42,0.8,0.9,0.846,NA,NA,5.3,1.1,NA,NA,3.4,6.1
1972-73,31,LAL,NBA,C,17,NA,19.2,3.6,7.8,0.459,1.9,2.4,0.78,NA,NA,6.1,1.6,NA,NA,3,9.1
1973-74,32,LAL,NBA,C,4,NA,8.5,1.5,3,0.5,0,0,NA,0.5,1,1.5,0.5,0.5,0.5,0.8,3
Career,NA,,NBA,,85,NA,17.2,3,7,0.426,1.6,2.1,0.775,0.5,1,6.1,1.2,0.5,0.5,3.1,7.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,LAL,NBA,,71,NA,19,3.3,7.7,0.435,1.7,2.3,0.763,0.5,1,6.6,1.4,0.5,0.5,3.2,8.4
2 seasons,NA,BOS,NBA,,14,NA,8,1.3,3.9,0.333,1.1,1.3,0.889,NA,NA,3.6,0.3,NA,NA,2.6,3.7
