Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1964-65,23,BOS,NBA,C,4,NA,30,4.8,18,0.267,1.2,1.2,1,NA,NA,13.2,1.2,NA,NA,12,10.8
1965-66,24,BOS,NBA,C,10,NA,82,6.1,17.1,0.359,6.6,7.5,0.882,NA,NA,17.6,1.3,NA,NA,11.4,18.9
1966-67,25,LAL,NBA,C,3,NA,29,6.2,23.6,0.263,5,5,1,NA,NA,9.9,0,NA,NA,7.4,17.4
1967-68,26,LAL,NBA,PF,15,NA,306,6.4,11.9,0.535,2.5,3.6,0.677,NA,NA,15.6,2.8,NA,NA,6.1,15.2
1968-69,27,LAL,NBA,PF,18,NA,442,6,15.6,0.385,4.4,5.8,0.761,NA,NA,11.6,2.1,NA,NA,5.5,16.5
1969-70,28,LAL,NBA,C,14,NA,212,6.3,14.9,0.42,1.9,2.2,0.846,NA,NA,12.6,2.7,NA,NA,8.2,14.4
1972-73,31,LAL,NBA,C,17,NA,327,6.7,14.6,0.459,3.5,4.5,0.78,NA,NA,11.4,3.1,NA,NA,5.6,17
1973-74,32,LAL,NBA,C,4,NA,34,6.4,12.7,0.5,0,0,NA,2.1,4.2,6.4,2.1,2.1,2.1,3.2,12.7
Career,NA,,NBA,,85,NA,1462,6.3,14.7,0.426,3.4,4.4,0.775,2.1,4.2,12.8,2.5,2.1,2.1,6.5,16
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,LAL,NBA,,71,NA,1350,6.3,14.5,0.435,3.3,4.3,0.763,2.1,4.2,12.5,2.6,2.1,2.1,6.1,15.9
2 seasons,NA,BOS,NBA,,14,NA,112,5.8,17.4,0.333,5.1,5.8,0.889,NA,NA,16.4,1.3,NA,NA,11.6,16.7
