Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1964-65,23,BOS,NBA,C,4,NA,30,4,15,0.267,1,1,1,NA,NA,11,1,NA,NA,10,9
1965-66,24,BOS,NBA,C,10,NA,82,14,39,0.359,15,17,0.882,NA,NA,40,3,NA,NA,26,43
1966-67,25,LAL,NBA,C,3,NA,29,5,19,0.263,4,4,1,NA,NA,8,0,NA,NA,6,14
1967-68,26,LAL,NBA,PF,15,NA,306,54,101,0.535,21,31,0.677,NA,NA,133,24,NA,NA,52,129
1968-69,27,LAL,NBA,PF,18,NA,442,74,192,0.385,54,71,0.761,NA,NA,143,26,NA,NA,67,202
1969-70,28,LAL,NBA,C,14,NA,212,37,88,0.42,11,13,0.846,NA,NA,74,16,NA,NA,48,85
1972-73,31,LAL,NBA,C,17,NA,327,61,133,0.459,32,41,0.78,NA,NA,104,28,NA,NA,51,154
1973-74,32,LAL,NBA,C,4,NA,34,6,12,0.5,0,0,NA,2,4,6,2,2,2,3,12
Career,NA,,NBA,,85,NA,1462,255,599,0.426,138,178,0.775,2,4,519,100,2,2,263,648
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,LAL,NBA,,71,NA,1350,237,545,0.435,122,160,0.763,2,4,468,96,2,2,227,596
2 seasons,NA,BOS,NBA,,14,NA,112,18,54,0.333,16,18,0.889,NA,NA,51,4,NA,NA,36,52
