Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,NA,MNM,ABA,SF,63,NA,18.9,2.6,7.2,0.364,0,0,NA,2.6,7.2,0.364,0.364,2.7,4,0.672,NA,NA,7.5,1.4,1.2,2.7,7.9
Career,NA,,ABA,,63,NA,18.9,2.6,7.2,0.364,0,0,NA,2.6,7.2,0.364,0.364,2.7,4,0.672,NA,NA,7.5,1.4,1.2,2.7,7.9
