,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2015-16,20,ORL,NBA,SF,79,1413,,22%,72%,6%,,-1.0,+0.9,38,36,60,12,18,3,237,6,15
2016-17,21,ORL,NBA,SF,65,960,,10%,73%,18%,,-15.5,-11.2,31,19,39,2,23,4,143,6,15
2017-18,22,ORL,NBA,SF,75,1657,,,42%,58%,,-6.7,-3.0,34,34,77,6,46,4,243,9,32
2018-19,23,NYK,NBA,SF,58,1206,,6%,60%,34%,,-10.3,-1.6,43,19,51,11,57,6,201,12,29
2019-20,24,POR,NBA,PF,47,767,,,23%,74%,3%,-9.0,-9.9,17,8,42,6,25,7,104,5,17
Career,,,NBA,,324,6003,,8%,55%,36%,,-7.8,-4.0,163,116,269,37,169,24,928,38,108
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,ORL,NBA,,219,4030,,10%,60%,30%,,-6.8,-3.6,103,89,176,20,87,11,623,21,62
1 season,,NYK,NBA,,58,1206,,6%,60%,34%,,-10.3,-1.6,43,19,51,11,57,6,201,12,29
1 season,,POR,NBA,,47,767,,,23%,74%,3%,-9.0,-9.9,17,8,42,6,25,7,104,5,17
