,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2008-09,22,OKC,NBA,PF,7,130,.520,7.8,1.000,.380,.160,.300,.160,.000,.520,.684,.250,.600,.250,,.654,.040,2,,,,0,0
2009-10,23,OKC,NBA,PF,12,102,.610,11.3,1.000,.268,.049,.317,.366,.000,.610,.545,.500,.846,.467,,.640,.073,2,,,,0,0
2010-11,24,TOT,NBA,C-PF,47,685,.507,11.0,.991,.306,.114,.192,.379,.009,.512,.791,.400,.429,.361,.000,.676,.068,15,,.000,,0,0
2010-11,24,OKC,NBA,PF,23,219,.462,11.2,1.000,.292,.108,.200,.400,.000,.462,.789,.286,.385,.308,,.667,.092,6,,,,0,0
2010-11,24,CHA,NBA,C,24,466,.526,10.9,.987,.312,.117,.188,.370,.013,.533,.792,.444,.448,.386,.000,.679,.058,9,,.000,,0,0
2011-12,25,CHA,NBA,PF,58,1098,.493,11.6,.997,.238,.147,.170,.442,.003,.491,.702,.365,.417,.449,1.000,.688,.042,14,.000,.000,,0,0
2012-13,26,BOS,NBA,PF,12,86,.522,14.0,1.000,.130,.043,.304,.522,.000,.522,.667,.000,.857,.333,,.750,.087,2,,,,0,0
2013-14,27,CHA,NBA,PF,2,10,.000,16.0,1.000,.000,.000,1.000,.000,.000,.000,,,.000,,,,.000,0,,,,0,0
Career,,,NBA,,138,2111,.507,11.2,.996,.268,.128,.201,.399,.004,.507,.723,.364,.500,.412,.333,.680,.054,35,.000,.000,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,CHA,NBA,,84,1574,.502,11.4,.994,.260,.138,.177,.419,.006,.503,.735,.386,.422,.432,.333,.685,.047,23,.000,.000,,0,0
3 seasons,,OKC,NBA,,42,451,.519,10.1,1.000,.314,.109,.263,.314,.000,.519,.694,.294,.610,.347,,.654,.071,10,,,,0,0
1 season,,BOS,NBA,,12,86,.522,14.0,1.000,.130,.043,.304,.522,.000,.522,.667,.000,.857,.333,,.750,.087,2,,,,0,0
