,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2008-09,22,OKC,NBA,PF,7,130,,,,72%,28%,0.0,+7.0,3,0,7,0,8,0,13,3,7
2009-10,23,OKC,NBA,PF,12,102,,,2%,93%,5%,+4.5,+0.3,2,0,8,0,2,0,9,0,1
2010-11,24,TOT,NBA,C-PF,47,685,,,2%,57%,41%,-2.5,-2.6,5,2,48,5,28,2,43,4,9
2010-11,24,OKC,NBA,PF,23,219,,,6%,89%,5%,+15.2,+11.6,2,2,19,2,3,0,10,0,0
2010-11,24,CHA,NBA,C,24,466,,,,42%,58%,-11.0,-7.4,3,0,29,3,25,2,33,4,9
2011-12,25,CHA,NBA,PF,58,1098,,,1%,70%,29%,-16.7,-1.6,19,16,67,4,30,5,105,3,27
2012-13,26,BOS,NBA,PF,12,86,,,2%,92%,6%,+14.1,+14.9,0,0,3,1,5,0,8,1,2
2013-14,27,CHA,NBA,PF,2,10,,,,100%,,-2.9,-2.7,0,0,1,0,0,0,0,0,0
Career,,,NBA,,138,2111,,,1%,68%,31%,-8.7,-0.6,29,18,134,10,73,7,178,11,46
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,CHA,NBA,,84,1574,,,1%,62%,38%,-14.9,-3.3,22,16,97,7,55,7,138,7,36
3 seasons,,OKC,NBA,,42,451,,,3%,85%,12%,+8.4,+7.7,7,2,34,2,13,0,32,3,8
1 season,,BOS,NBA,,12,86,,,2%,92%,6%,+14.1,+14.9,0,0,3,1,5,0,8,1,2
