,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1951-52,23,SYR,NBA,,4,,4,7,,,4,8
1956-57,28,SYR,NBA,,3,,5,6,,,4,9
Career,,,,,4,,5,7,,,4,9
