,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1957-58,26,DET,NBA,,1,,0,0,0,0,1,2
Career,,,,,1,,0,0,0,0,1,2
