,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,27,ORL,NBA,C,67,903,.554,3.1,1.000,.720,.145,.057,.078,.000,.554,.626,.357,.455,.333,,.738,.093,16,,,,0,0
2001-02,28,ORL,NBA,C,61,633,.450,3.8,1.000,.611,.228,.107,.054,.000,.450,.505,.382,.250,.500,,.657,.094,11,,,,0,0
2002-03,29,ORL,NBA,C,77,1327,.534,2.3,1.000,.753,.161,.065,.022,.000,.534,.595,.400,.222,.333,,.725,.147,37,,,,0,0
2003-04,30,ORL,NBA,C,71,1211,.477,3.0,1.000,.667,.226,.082,.026,.000,.477,.538,.341,.375,.400,,.548,.056,11,,,,0,0
2004-05,31,ORL,NBA,C,8,49,.444,1.6,1.000,.778,.222,.000,.000,.000,.444,.571,.000,,,,.750,.111,1,,,,0,0
Career,,,NBA,,284,4123,.509,2.9,1.000,.699,.185,.074,.041,.000,.509,.575,.366,.311,.382,,.679,.103,76,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,ORL,NBA,,284,4123,.509,2.9,1.000,.699,.185,.074,.041,.000,.509,.575,.366,.311,.382,,.679,.103,76,,,,0,0
