,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,28,PHI,NBA,SG,23,892,,33%,64%,3%,,-1.4,-7.8,24,10,19,10,28,0,253,5,29
2001-02,29,PHI,NBA,SG,5,146,,30%,69%,1%,,-5.5,+11.4,4,4,3,2,4,0,27,2,3
2002-03,30,PHI,NBA,SF,12,315,,35%,64%,1%,,-1.7,-6.1,7,8,10,0,5,0,48,2,8
2004-05,32,PHI,NBA,SG,5,85,,72%,28%,,,-16.9,-13.0,1,0,3,0,0,0,10,0,0
2005-06,33,LAL,NBA,PG,1,8,100%,,,,,-76.9,-70.4,0,0,0,0,0,0,0,0,0
Career,,,NBA,,46,1446,1%,35%,62%,2%,,-3.2,-6.1,36,22,35,12,37,0,338,9,40
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,PHI,NBA,,45,1438,,36%,63%,2%,,-2.8,-5.8,36,22,35,12,37,0,338,9,40
1 season,,LAL,NBA,,1,8,100%,,,,,-76.9,-70.4,0,0,0,0,0,0,0,0,0
