,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1976-77,18,TUSKEGEE,26,,99,160,,,31,46,,208,,,,,,229,.619,,.674,,8.8,8.0,
1977-78,19,TUSKEGEE,23,,140,247,,,69,98,,231,,,,,,349,.567,,.704,,15.2,10.0,
1978-79,20,TUSKEGEE,27,,210,307,,,91,127,,360,,,,,,511,.684,,.717,,18.9,13.3,
1979-80,21,TUSKEGEE,25,,131,242,,,75,114,,253,,,,,,337,.541,,.658,,13.5,10.1,
Career,,,101,,580,956,,,266,385,,1052,,,,,,1426,.607,,.691,,14.1,10.4,
