Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1978-79,23,KCK,NBA,PF,4,NA,52,11,20,0.55,NA,NA,NA,11,20,0.55,0.55,2,2,1,3,10,13,0,1,1,1,17,24
1979-80,24,MIL,NBA,PF,7,NA,112,25,47,0.532,0,0,NA,25,47,0.532,0.532,1,4,0.25,7,13,20,3,4,8,8,22,51
Career,NA,,NBA,,11,NA,164,36,67,0.537,0,0,NA,36,67,0.537,0.537,3,6,0.5,10,23,33,3,5,9,9,39,75
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,MIL,NBA,,7,NA,112,25,47,0.532,0,0,NA,25,47,0.532,0.532,1,4,0.25,7,13,20,3,4,8,8,22,51
1 season,NA,KCK,NBA,,4,NA,52,11,20,0.55,NA,NA,NA,11,20,0.55,0.55,2,2,1,3,10,13,0,1,1,1,17,24
