Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015-16,24,CLE,NBA,PG,2,0,4,36,36,1,9,9,1,27,27,1,0,0,NA,0,18,18,0,0,0,0,0,81
Career,NA,,NBA,,2,0,4,36,36,1,9,9,1,27,27,1,0,0,NA,0,18,18,0,0,0,0,0,81
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CLE,NBA,,2,0,4,36,36,1,9,9,1,27,27,1,0,0,NA,0,18,18,0,0,0,0,0,81
