Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011-12,19,CLE,NBA,PG,51,51,1558,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944
2012-13,20,CLE,NBA,PG,59,59,2048,484,1070,0.452,109,279,0.391,375,791,0.474,0.503,248,290,0.855,34,182,216,350,89,21,191,146,1325
2013-14,21,CLE,NBA,PG,71,71,2496,532,1237,0.43,123,344,0.358,409,893,0.458,0.48,291,338,0.861,52,207,259,433,108,23,190,163,1478
2014-15,22,CLE,NBA,PG,75,75,2730,578,1235,0.468,157,378,0.415,421,857,0.491,0.532,315,365,0.863,55,182,237,389,114,20,186,146,1628
2015-16,23,CLE,NBA,PG,53,53,1667,394,879,0.448,84,262,0.321,310,617,0.502,0.496,169,191,0.885,44,113,157,249,56,18,124,107,1041
2016-17,24,CLE,NBA,PG,72,72,2525,671,1420,0.473,177,441,0.401,494,979,0.505,0.535,297,328,0.905,52,178,230,418,83,24,180,157,1816
2017-18,25,BOS,NBA,PG,60,60,1931,534,1087,0.491,166,407,0.408,368,680,0.541,0.568,232,261,0.889,33,194,227,306,65,17,140,122,1466
2018-19,26,BOS,NBA,PG,67,67,2214,604,1241,0.487,174,434,0.401,430,807,0.533,0.557,214,245,0.873,71,264,335,464,103,34,172,167,1596
2019-20,27,BRK,NBA,PG,20,20,658,199,416,0.478,56,142,0.394,143,274,0.522,0.546,94,102,0.922,22,81,103,128,27,10,52,53,548
Career,NA,,NBA,,528,528,17827,4346,9332,0.466,1119,2870,0.39,3227,6462,0.499,0.526,2031,2316,0.877,407,1548,1955,3012,699,187,1395,1171,11842
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,CLE,NBA,,381,381,13024,3009,6588,0.457,723,1887,0.383,2286,4701,0.486,0.512,1491,1708,0.873,281,1009,1290,2114,504,126,1031,829,8232
2 seasons,NA,BOS,NBA,,127,127,4145,1138,2328,0.489,340,841,0.404,798,1487,0.537,0.562,446,506,0.881,104,458,562,770,168,51,312,289,3062
1 season,NA,BRK,NBA,,20,20,658,199,416,0.478,56,142,0.394,143,274,0.522,0.546,94,102,0.922,22,81,103,128,27,10,52,53,548
