,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,29,TOT,ABA,,5,,2,,,,4,6,,,,,,,12
1967-68,29,PTP,ABA,,2,,1,,,,1,3,,,,,,,5
1967-68,29,ANA,ABA,,5,,2,,,,4,6,,,,,,,12
Career,,,,,5,,2,,,,4,6,,,,,,,12
1 Season,,ANA,ABA,,5,,2,,,,4,6,,,,,,,12
1 Season,,PTP,ABA,,2,,1,,,,1,3,,,,,,,5
