Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,29,TOT,ABA,PG,41,NA,500,3.7,11.4,0.321,0.4,1.9,0.231,3.2,9.6,0.338,1.7,3.4,0.489,NA,NA,5.3,3.2,3.2,5.2,9.4
1967-68,29,PTP,ABA,PG,9,NA,65,3.3,11.6,0.286,0.6,0.6,1,2.8,11.1,0.25,1.7,3.3,0.5,NA,NA,3.3,2.8,3.9,5.5,8.9
1967-68,29,ANA,ABA,PG,32,NA,435,3.7,11.4,0.326,0.4,2.1,0.2,3.3,9.4,0.354,1.7,3.4,0.488,NA,NA,5.6,3.3,3.1,5.1,9.5
Career,NA,,ABA,,41,NA,500,3.7,11.4,0.321,0.4,1.9,0.231,3.2,9.6,0.338,1.7,3.4,0.489,NA,NA,5.3,3.2,3.2,5.2,9.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,ANA,ABA,,32,NA,435,3.7,11.4,0.326,0.4,2.1,0.2,3.3,9.4,0.354,1.7,3.4,0.488,NA,NA,5.6,3.3,3.1,5.1,9.5
1 season,NA,PTP,ABA,,9,NA,65,3.3,11.6,0.286,0.6,0.6,1,2.8,11.1,0.25,1.7,3.3,0.5,NA,NA,3.3,2.8,3.9,5.5,8.9
