,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1982-83,19,LOUISVILLE,36,710,104,213,,,53,81,,140,42,15,40,70,96,261,.488,,.654,19.7,7.3,3.9,1.2
1983-84,20,LOUISVILLE,31,877,106,209,,,72,98,,173,112,35,31,102,91,284,.507,,.735,28.3,9.2,5.6,3.6
1984-85,21,LOUISVILLE,37,1262,220,427,,,118,158,,311,154,25,51,161,117,558,.515,,.747,34.1,15.1,8.4,4.2
1985-86,22,LOUISVILLE,39,1216,221,384,,,140,196,,304,151,33,63,142,126,582,.576,,.714,31.2,14.9,7.8,3.9
Career,,,143,4065,651,1233,,,383,533,,928,459,108,185,475,430,1685,.528,,.719,28.4,11.8,6.5,3.2
