,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1973-74,20,KENTST,17,,16,37,,,5,12,,31,,,,,,37,.432,,.417,,2.2,1.8,
1974-75,21,KENTST,24,410,32,65,,,3,16,,109,,,,,,67,.492,,.188,17.1,2.8,4.5,
1975-76,22,KENTST,22,539,40,83,,,19,35,,134,,,,,,99,.482,,.543,24.5,4.5,6.1,
Career,,,63,949,88,185,,,27,63,,274,,,,,,203,.476,,.429,20.6,3.2,4.3,
