,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1976-77,23,CHI,NBA,,0,1,,,,,0,0,0,0,0,0,0,0,,1,0,
1977-78,24,IND,NBA,,0,0,,,,,0,0,0,0,0,1,0,0,0,1,0,0.3
1978-79,25,POR,NBA,,5,11,,,,,4,6,3,2,5,4,2,0,4,5,14,8.8
1979-80,26,CLE,NBA,,6,12,2,,6,,4,5,4,4,6,11,,1,,6,14,
Career,,,,,6,12,,,6,,4,6,4,4,6,11,,1,,6,14,
1 Season,,CLE,NBA,,6,12,2,,6,,4,5,4,4,6,11,,1,,6,14,
1 Season,,POR,NBA,,5,11,,,,,4,6,3,2,5,4,2,0,4,5,14,8.8
1 Season,,CHI,NBA,,0,1,,,,,0,0,0,0,0,0,0,0,,1,0,
1 Season,,IND,NBA,,0,0,,,,,0,0,0,0,0,1,0,0,0,1,0,0.3
