Thru 4 Years,Thru 4 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Willie Smith,,1,0.3,0,0
Eddie Hughes,88.2,1,0.4,0,NA
Eddie Gill,84.5,1.1,0.3,0.1,0
Kyle Weaver,83.4,1.2,0.3,0,NA
Kelvin Upshaw,80.6,1,0.3,0.3,NA
Wayne Chapman,80.0,1,0.1,0,-0.1
Tate George,78.8,1.1,0.4,0,-0.1
Andre McCarter,77.0,0.8,0.3,0,NA
Sam Jacobson,76.5,0.9,0.2,0,NA
Lowes Moore,76.4,1.1,0.2,0.2,NA
Nate Hawthorne,75.5,1.1,0.5,0.1,NA
