Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2001-02,23,NJN,NBA,PF,28,290,4.2,0.408,0.149,0.224,4.6,15.2,9.9,10.5,1.6,0.5,24.6,15.1,NA,-0.5,0.4,-0.1,-0.015,NA,-6.4,0,-6.4,-0.3
2002-03,24,NJN,NBA,PF,59,724,8.9,0.487,0.231,0.213,6.3,15.9,11.1,9.9,1.2,1.9,19.9,14.4,NA,-0.1,1.2,1,0.068,NA,-2.9,0.8,-2.1,0
2003-04,25,NJN,NBA,PF,69,928,9.5,0.482,0.188,0.321,5.4,16.6,11,11.3,1.2,1.2,14.4,14.7,NA,0.3,1.4,1.7,0.089,NA,-3.2,0.7,-2.6,-0.1
2004-05,26,NJN,NBA,PF,54,1167,11,0.468,0.205,0.208,8.4,16.8,12.6,13,1.6,1.3,15.4,17.2,NA,-0.2,1.6,1.4,0.058,NA,-2,0.2,-1.8,0.1
2005-06,27,BOS,NBA,PF,71,938,5.9,0.491,0.451,0.187,3.6,11,7.4,8.2,1.2,1.5,19.3,12.7,NA,-0.4,0.7,0.3,0.015,NA,-3.5,-0.1,-3.6,-0.4
2006-07,28,BOS,NBA,PF,54,1027,6.6,0.537,0.576,0.12,2.7,9.7,6.1,8.9,1.2,1.4,18,10.8,NA,0.2,0.7,0.9,0.043,NA,-2.7,0,-2.7,-0.2
2007-08,29,BOS,NBA,PF,48,512,5.1,0.428,0.489,0.213,5.4,12.5,9.2,11.2,0.9,1.3,20.2,11.7,NA,-0.3,0.9,0.6,0.057,NA,-3.8,1,-2.8,-0.1
2008-09,30,BOS,NBA,C,39,504,7.4,0.558,0.535,0.158,1.8,9.9,6,5.3,0.7,1.6,9,12.4,NA,0.4,0.7,1.1,0.105,NA,-2.5,1.1,-1.5,0.1
2009-10,31,BOS,NBA,PF,52,472,3.6,0.445,0.576,0.071,2.4,9.9,6.2,8.1,1,0.7,16.2,10.4,NA,-0.3,0.5,0.2,0.019,NA,-4.4,0.1,-4.3,-0.3
2010-11,32,CHI,NBA,PF,18,88,6.5,0.526,0.263,0,1.4,9.1,5.3,10.4,1.8,3.5,20.8,12.5,NA,0,0.2,0.1,0.071,NA,-6.5,2.7,-3.8,0
2011-12,33,CHI,NBA,PF,28,122,13.5,0.49,0.233,0.2,7.5,11.7,9.6,18.7,2.2,3.5,21.6,15.5,NA,0,0.2,0.3,0.108,NA,-1,2.6,1.6,0.1
Career,NA,,NBA,,520,6772,7.7,0.485,0.346,0.198,4.8,13.2,9.1,10.1,1.2,1.4,17.2,13.5,NA,-0.9,8.5,7.6,0.054,NA,-3.2,0.4,-2.7,-1.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,BOS,NBA,,264,3453,5.9,0.5,0.521,0.152,3.2,10.5,6.9,8.4,1,1.3,17.1,11.6,NA,-0.3,3.5,3.1,0.043,NA,-3.3,0.3,-3,-0.8
4 seasons,NA,NJN,NBA,,210,3109,9.4,0.471,0.201,0.242,6.7,16.4,11.5,11.5,1.4,1.3,17,15.6,NA,-0.6,4.6,4.1,0.063,NA,-3,0.5,-2.5,-0.4
2 seasons,NA,CHI,NBA,,46,210,10.6,0.503,0.245,0.122,4.9,10.6,7.8,15.2,2,3.5,21.3,14.3,NA,0,0.4,0.4,0.092,NA,-3.3,2.7,-0.6,0.1
