Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1971-72,23,TOT,ABA,PF,12,NA,66,9.8,18.5,0.529,0,0,NA,9.8,18.5,0.529,0.5,0.5,1,7.6,9.8,17.5,2.7,NA,2.2,4.9,20.2
1971-72,23,UTS,ABA,,9,NA,59,9.2,17.7,0.517,0,0,NA,9.2,17.7,0.517,0.6,0.6,1,6.7,10.4,17.1,1.8,NA,1.8,4.9,18.9
1971-72,23,FLO,ABA,PF,3,NA,7,15.4,25.7,0.6,0,0,NA,15.4,25.7,0.6,0,0,NA,15.4,5.1,20.6,10.3,NA,5.1,5.1,30.9
Career,NA,,ABA,,12,NA,66,9.8,18.5,0.529,0,0,NA,9.8,18.5,0.529,0.5,0.5,1,7.6,9.8,17.5,2.7,NA,2.2,4.9,20.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,UTS,ABA,,9,NA,59,9.2,17.7,0.517,0,0,NA,9.2,17.7,0.517,0.6,0.6,1,6.7,10.4,17.1,1.8,NA,1.8,4.9,18.9
1 season,NA,FLO,ABA,,3,NA,7,15.4,25.7,0.6,0,0,NA,15.4,25.7,0.6,0,0,NA,15.4,5.1,20.6,10.3,NA,5.1,5.1,30.9
