Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1971-72,23,TOT,ABA,PF,12,NA,66,18,34,0.529,0,0,NA,18,34,0.529,0.529,1,1,1,14,18,32,5,NA,4,9,37
1971-72,23,UTS,ABA,,9,NA,59,15,29,0.517,0,0,NA,15,29,0.517,0.517,1,1,1,11,17,28,3,NA,3,8,31
1971-72,23,FLO,ABA,PF,3,NA,7,3,5,0.6,0,0,NA,3,5,0.6,0.6,0,0,NA,3,1,4,2,NA,1,1,6
Career,NA,,ABA,,12,NA,66,18,34,0.529,0,0,NA,18,34,0.529,0.529,1,1,1,14,18,32,5,NA,4,9,37
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,UTS,ABA,,9,NA,59,15,29,0.517,0,0,NA,15,29,0.517,0.517,1,1,1,11,17,28,3,NA,3,8,31
1 season,NA,FLO,ABA,,3,NA,7,3,5,0.6,0,0,NA,3,5,0.6,0.6,0,0,NA,3,1,4,2,NA,1,1,6
