,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1971-72,23,TOT,ABA,,6,,0,,,,1,1,,,,,,,,13
1971-72,23,UTS,ABA,,6,,0,,,,1,1,,,,,,,,13
1971-72,23,FLO,ABA,,3,,0,,,,0,0,,,,,,,,6
Career,,,,,6,,0,,,,1,1,,,,,,,,13
1 Season,,UTS,ABA,,6,,0,,,,1,1,,,,,,,,13
1 Season,,FLO,ABA,,3,,0,,,,0,0,,,,,,,,6
