,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1990-91,27,BOS,NBA,,3,5,0,0,3,5,2,4,3,4,7,1,1,4,2,6,7,6.7
1991-92,28,BOS,NBA,,2,6,0,0,2,6,2,3,3,3,3,2,0,4,3,4,5,5.0
1996-97,33,MIN,NBA,30:43,4,7,0,0,4,7,3,6,5,6,9,2,1,5,4,6,11,11.1
1997-98,34,LAC,NBA,44:39,4,9,0,0,4,9,4,8,7,10,15,3,2,5,4,6,9,13.1
1998-99,35,LAC,NBA,6:21,1,3,0,0,1,3,0,0,4,1,5,0,0,0,0,2,2,1.2
Career,,,,44:39,4,9,0,0,4,9,4,8,7,10,15,3,2,5,4,6,11,13.1
2 Seasons,,LAC,NBA,44:39,4,9,0,0,4,9,4,8,7,10,15,3,2,5,4,6,9,13.1
1 Season,,MIN,NBA,30:43,4,7,0,0,4,7,3,6,5,6,9,2,1,5,4,6,11,11.1
2 Seasons,,BOS,NBA,,3,6,0,0,3,6,2,4,3,4,7,2,1,4,3,6,7,6.7
