,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2011-12,21,WAS,NBA,PF,57,1078,,,,68%,32%,-4.8,+1.9,26,15,81,15,32,6,104,10,17
2012-13,22,WAS,NBA,PF,51,601,,,,93%,7%,-4.3,-1.6,11,10,56,4,15,8,62,2,15
2013-14,23,TOT,NBA,PF,54,776,,,,58%,42%,-7.7,-7.9,14,10,64,10,25,6,47,4,17
2013-14,23,WAS,NBA,PF,33,470,,,,84%,16%,-10.0,-12.8,10,4,32,7,13,4,21,3,10
2013-14,23,DEN,NBA,PF,21,306,,,,17%,83%,-4.3,-2.3,4,6,32,3,12,2,26,1,7
Career,,,NBA,,162,2455,,,,71%,29%,-5.5,-2.0,51,35,201,29,72,20,213,16,49
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,WAS,NBA,,141,2149,,,,79%,21%,-5.8,-2.3,47,29,169,26,60,18,187,15,42
1 season,,DEN,NBA,,21,306,,,,17%,83%,-4.3,-2.3,4,6,32,3,12,2,26,1,7
