,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2011-12,21,WAS,NBA,PF,57,1078,.537,4.3,.995,.665,.197,.037,.096,.005,.539,.731,.186,.000,.143,.000,.701,.289,63,,.000,,0,0
2012-13,22,WAS,NBA,PF,51,601,.500,5.6,.991,.570,.202,.105,.114,.009,.504,.662,.348,.250,.231,.000,.860,.246,27,,.000,,0,0
2013-14,23,TOT,NBA,PF,54,776,.514,4.0,1.000,.624,.283,.035,.058,.000,.514,.639,.347,.000,.300,,.730,.220,38,,,,0,0
2013-14,23,WAS,NBA,PF,33,470,.522,4.2,1.000,.620,.272,.033,.076,.000,.522,.614,.440,.000,.286,,.750,.250,23,,,,0,0
2013-14,23,DEN,NBA,PF,21,306,.506,3.8,1.000,.630,.296,.037,.037,.000,.506,.667,.250,.000,.333,,.707,.185,15,,,,0,0
Career,,,NBA,,162,2455,.521,4.5,.996,.630,.228,.051,.087,.004,.523,.686,.287,.115,.205,.000,.745,.255,128,,.000,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,WAS,NBA,,141,2149,.524,4.6,.995,.630,.215,.054,.097,.005,.526,.689,.297,.130,.195,.000,.752,.269,113,,.000,,0,0
1 season,,DEN,NBA,,21,306,.506,3.8,1.000,.630,.296,.037,.037,.000,.506,.667,.250,.000,.333,,.707,.185,15,,,,0,0
