Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Lowes Moore,,1.1,0.2,0.2
Troy Daniels,96.5,1.1,0.2,0.2
Ricky Davis,95.0,1.1,0.2,0.2
Kelvin Upshaw,87.7,1,0.3,0.3
Anthony Johnson,86.3,1.1,0.4,0.3
Reggie Bullock,83.4,1.2,0.2,0.1
Nate Hawthorne,81.3,1.1,0.5,0.1
Mike Holton,78.2,0.8,0.3,0.2
Ronnie Price,76.8,1.1,0.4,0.1
Pace Mannion,76.3,0.9,0.4,0.2
Kyle Weaver,73.7,1.2,0.3,0
