,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1953-54,25,PHW,NBA,,8,,9,,,,6,23
1954-55,26,PHW,NBA,,10,,11,13,,,6,23
1955-56,27,PHW,NBA,,13,,12,13,,,6,33
1956-57,28,PHW,NBA,,10,20,8,11,,,6,24
1957-58,29,PHW,NBA,,13,,12,13,,,,31
1958-59,30,TOT,NBA,,9,,7,10,,,5,24
1958-59,30,PHW,NBA,,9,,7,10,,,5,24
1958-59,30,NYK,NBA,,7,,7,7,,,5,17
1959-60,31,NYK,NBA,,11,,12,16,,,,27
1960-61,32,NYK,NBA,,7,,4,,,,,16
Career,,,,,13,,12,,,,,33
6 Seasons,,PHW,NBA,,13,,12,,,,,33
3 Seasons,,NYK,NBA,,11,,12,,,,,27
