Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1953-54,25,PHW,NBA,PG,71,NA,2648,3.5,10,0.352,2.1,3.6,0.59,5.2,4.2,2.9,9.2
1954-55,26,PHW,NBA,PG,68,NA,2480,4.2,11,0.385,2.8,4.2,0.66,4.4,5.2,2.8,11.2
1955-56,27,PHW,NBA,PG,72,NA,2840,4.5,11.9,0.374,3.8,5,0.757,4,5.8,2.6,12.7
1956-57,28,PHW,NBA,SG,67,NA,2229,4.1,12.1,0.337,3.2,4.7,0.683,5.1,5,2.7,11.4
1957-58,29,PHW,NBA,PG,72,NA,1910,4.4,11.8,0.37,3.4,4.6,0.736,5.4,4.4,2.6,12.1
1958-59,30,TOT,NBA,PG,71,NA,1881,4.5,12.9,0.346,2.9,3.9,0.754,5.6,4.2,2.9,11.8
1958-59,30,PHW,NBA,PG,46,NA,1387,4.4,13,0.341,2.9,3.9,0.73,5.5,4.3,2.5,11.8
1958-59,30,NYK,NBA,PG,25,NA,494,4.5,12.6,0.358,3.1,3.7,0.824,6,4,3.7,12.1
1959-60,31,NYK,NBA,PG,69,NA,1604,5.6,14.6,0.385,3.5,4.5,0.767,4.4,5.4,3.3,14.7
1960-61,32,NYK,NBA,PG,16,NA,268,4.2,12.5,0.333,2.7,4,0.667,4.3,5.2,5,11
Career,NA,,NBA,,506,NA,15860,4.3,11.9,0.364,3.1,4.4,0.704,4.8,4.9,2.8,11.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,PHW,NBA,,396,NA,13494,4.2,11.5,0.361,3,4.4,0.694,4.9,4.9,2.7,11.3
3 seasons,NA,NYK,NBA,,110,NA,2366,5.2,13.9,0.374,3.3,4.3,0.767,4.7,5.1,3.6,13.7
