,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2005-06,21,MIL,NBA,PF,5,172,,,,58%,42%,-12.0,-0.6,4,1,9,1,2,1,40,0,4
2012-13,28,GSW,NBA,C,12,327,,,,,100%,+7.1,+15.0,10,3,16,7,6,1,53,1,2
2014-15,30,GSW,NBA,C,19,440,,,,,100%,+2.5,-10.0,14,7,34,4,4,4,87,1,6
2015-16,31,GSW,NBA,C,22,365,,,,,100%,+5.9,+1.7,1,9,28,8,0,5,77,0,6
2018-19,34,GSW,NBA,C,19,179,,,,,100%,-2.4,-7.0,4,1,15,4,3,3,44,1,1
Career,,,NBA,,77,1483,,,,7%,93%,+2.1,-0.1,33,21,102,24,15,14,301,3,19
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,GSW,NBA,,72,1311,,,,,100%,+3.9,-0.1,29,20,93,23,13,13,261,3,15
1 season,,MIL,NBA,,5,172,,,,58%,42%,-12.0,-0.6,4,1,9,1,2,1,40,0,4
