Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1969-70,24,BAL,NBA,SG,76,NA,1219,157,439,0.358,80,116,0.69,NA,NA,192,121,NA,NA,137,394
1970-71,25,BAL,NBA,SG,77,NA,1707,340,815,0.417,119,183,0.65,NA,NA,251,165,NA,NA,165,799
1971-72,26,TOT,NBA,SG,79,NA,2215,446,1018,0.438,182,293,0.621,NA,NA,326,211,NA,NA,242,1074
1971-72,26,BAL,NBA,SG,2,NA,68,6,27,0.222,3,9,0.333,NA,NA,19,12,NA,NA,7,15
1971-72,26,PHI,NBA,SG,77,NA,2147,440,991,0.444,179,284,0.63,NA,NA,307,199,NA,NA,235,1059
1972-73,27,PHI,NBA,SG,81,NA,2993,679,1614,0.421,259,368,0.704,NA,NA,485,349,NA,NA,252,1617
1973-74,28,PHI,NBA,SG,78,NA,3044,706,1641,0.43,254,358,0.709,82,289,371,443,113,23,276,1666
1974-75,29,PHI,NBA,PG,77,NA,3046,715,1598,0.447,256,347,0.738,73,267,340,336,82,20,257,1686
1975-76,30,PHI,NBA,PG,82,NA,2992,665,1594,0.417,219,312,0.702,113,186,299,372,137,13,286,1549
1976-77,31,TOT,NBA,SG,61,NA,1112,209,500,0.418,68,96,0.708,55,62,117,125,39,9,125,486
1976-77,31,PHI,NBA,SG,14,NA,237,43,101,0.426,10,19,0.526,10,14,24,21,11,2,29,96
1976-77,31,MIL,NBA,SG,47,NA,875,166,399,0.416,58,77,0.753,45,48,93,104,28,7,96,390
Career,NA,,NBA,,611,NA,18328,3917,9219,0.425,1437,2073,0.693,323,804,2381,2122,371,65,1740,9271
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,PHI,NBA,,409,NA,14459,3248,7539,0.431,1177,1688,0.697,278,756,1826,1720,343,58,1335,7673
3 seasons,NA,BAL,NBA,,155,NA,2994,503,1281,0.393,202,308,0.656,NA,NA,462,298,NA,NA,309,1208
1 season,NA,MIL,NBA,,47,NA,875,166,399,0.416,58,77,0.753,45,48,93,104,28,7,96,390
