Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1969-70,24,BAL,NBA,SG,7,NA,253,41,107,0.383,17,28,0.607,NA,NA,31,24,NA,NA,27,99
1970-71,25,BAL,NBA,SG,18,NA,597,108,260,0.415,47,73,0.644,NA,NA,82,36,NA,NA,63,263
1975-76,30,PHI,NBA,PG,3,NA,125,29,67,0.433,26,30,0.867,4,6,10,15,4,1,12,84
Career,NA,,NBA,,28,NA,975,178,434,0.41,90,131,0.687,4,6,123,75,4,1,102,446
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BAL,NBA,,25,NA,850,149,367,0.406,64,101,0.634,NA,NA,113,60,NA,NA,90,362
1 season,NA,PHI,NBA,,3,NA,125,29,67,0.433,26,30,0.867,4,6,10,15,4,1,12,84
