,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1969-70,24,BAL,NBA,,10,,9,11,,,,,,,,23
1970-71,25,BAL,NBA,,14,24,8,12,,,10,6,,,6,28
1975-76,30,PHI,NBA,,12,29,10,10,,,5,6,,,5,32
Career,,,,,14,,10,12,,,,,,,,32
2 Seasons,,BAL,NBA,,14,,9,12,,,,,,,,28
1 Season,,PHI,NBA,,12,29,10,10,,,5,6,,,5,32
