,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,21,MEM,NBA,C,82,3007,,,,,100%,-5.8,+10.2,84,89,105,22,191,0,487,54,105
2002-03,22,MEM,NBA,PF,82,2948,,,,50%,50%,-2.5,+3.8,65,97,119,29,225,0,523,59,94
2003-04,23,MEM,NBA,PF,78,2458,,,,53%,48%,+2.3,-1.3,71,77,91,19,183,0,455,39,132
2004-05,24,MEM,NBA,PF,56,1790,,,,54%,47%,+4.5,+2.9,53,54,81,10,163,0,327,37,71
2005-06,25,MEM,NBA,PF,80,3135,,,,57%,43%,+5.5,+4.9,99,83,98,32,243,22,916,45,114
2006-07,26,MEM,NBA,C,59,2133,,,,,100%,-5.9,-0.7,75,57,98,12,185,17,478,43,75
2007-08,27,TOT,NBA,C,66,2351,,,,22%,78%,+4.6,+5.9,57,47,77,8,160,15,497,42,57
2007-08,27,MEM,NBA,C,39,1433,,,,36%,64%,-1.5,+8.2,35,34,49,4,96,9,277,25,38
2007-08,27,LAL,NBA,C,27,918,,,,,100%,+14.1,+8.3,22,13,28,4,64,6,220,17,19
2008-09,28,LAL,NBA,C,81,2999,,,,30%,70%,+9.3,+4.4,71,64,101,6,183,15,654,37,66
2009-10,29,LAL,NBA,C,65,2403,,,,38%,62%,+6.5,+3.4,62,51,83,14,153,16,500,37,60
2010-11,30,LAL,NBA,C,82,3037,,,,29%,72%,+9.1,+9.5,67,51,104,9,178,11,609,52,85
2011-12,31,LAL,NBA,PF,65,2430,,,,63%,37%,+3.6,+8.5,59,52,57,12,101,10,519,22,56
2012-13,32,LAL,NBA,PF,49,1655,,,,60%,40%,+3.1,+2.5,56,37,44,6,64,5,464,7,40
2013-14,33,LAL,NBA,C,60,1884,,,,18%,83%,-8.7,-5.0,68,63,70,5,113,5,485,30,57
2014-15,34,CHI,NBA,PF,78,2681,,,,48%,52%,+3.4,+0.1,82,58,79,7,141,6,505,33,61
2015-16,35,CHI,NBA,C,72,2291,,,,,100%,-1.1,+1.4,81,68,91,7,106,4,669,27,59
2016-17,36,SAS,NBA,C,64,1627,,,,,100%,+6.6,-2.2,47,24,66,4,74,6,340,16,37
2017-18,37,SAS,NBA,C,77,1812,,,,,100%,+1.3,-3.1,66,25,87,8,88,2,528,19,36
2018-19,38,TOT,NBA,C,30,360,,,,,100%,-4.7,-10.6,7,7,17,1,13,1,120,0,6
2018-19,38,SAS,NBA,C,27,330,,,,,100%,-2.9,-5.5,5,7,17,1,12,1,114,0,6
2018-19,38,MIL,NBA,C,3,30,,,,2%,98%,-24.1,-32.9,2,0,0,0,1,0,6,0,0
Career,,,NBA,,1226,41001,,,,31%,69%,+2.2,+3.1,1170,1004,1468,211,2564,135,9076,599,1211
,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,MEM,NBA,,476,16904,,,,36%,64%,-0.5,+4.1,482,491,641,128,1286,48,3463,302,629
7 seasons,,LAL,NBA,,429,15326,,,,36%,64%,+5.3,+4.8,405,331,487,56,856,68,3451,202,383
3 seasons,,SAS,NBA,,168,3769,,,,,100%,+3.2,-2.9,118,56,170,13,174,9,982,35,79
2 seasons,,CHI,NBA,,150,4972,,,,26%,74%,+1.3,+0.7,163,126,170,14,247,10,1174,60,120
1 season,,MIL,NBA,,3,30,,,,2%,98%,-24.1,-32.9,2,0,0,0,1,0,6,0,0
