Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010-11,19,TOT,NBA,PF,78,27,1535,5,9.8,0.517,0,0,NA,5,9.8,0.517,2.4,4.1,0.595,4,5.7,9.7,0.9,0.7,1.6,1.8,5.8,12.5
2010-11,19,NJN,NBA,PF,56,23,1091,4.7,9.1,0.511,0,0,NA,4.7,9.1,0.511,2.3,3.8,0.612,4.2,5.6,9.8,0.7,0.6,1.4,1.8,6,11.6
2010-11,19,UTA,NBA,PF,22,4,444,6,11.4,0.529,0,0,NA,6,11.4,0.529,2.6,4.6,0.561,3.6,5.7,9.3,1.5,0.9,2.2,1.7,5.1,14.6
2011-12,20,UTA,NBA,PF,65,9,1376,5.8,11.6,0.499,0,0,NA,5.8,11.6,0.499,3.3,5.1,0.649,4.1,7,11.1,1.1,1,1.7,2.7,3.8,14.9
2012-13,21,UTA,NBA,PF,77,8,1787,5.5,11.4,0.482,0,0.1,0,5.5,11.3,0.487,3.6,5.2,0.688,3.7,7.3,11,1.5,1.3,2.6,2.6,5,14.6
2013-14,22,UTA,NBA,PF,73,73,2201,6.4,12.2,0.522,0,0,0,6.4,12.2,0.523,3.1,4.6,0.669,3.3,7.2,10.4,1.5,1.2,1.8,2.1,3.9,15.9
2014-15,23,UTA,NBA,PF,74,74,2280,7.6,14.5,0.525,0,0.1,0.167,7.6,14.4,0.527,3.5,5.2,0.669,3.1,6.5,9.6,1.8,0.9,1.9,1.9,3.3,18.7
2015-16,24,UTA,NBA,PF,62,59,1983,7.6,14.7,0.515,0,0.1,0,7.6,14.7,0.518,3.3,4.6,0.709,3.1,6.1,9.1,1.7,1.3,1.7,1.9,2.7,18.4
2016-17,25,UTA,NBA,PF,50,39,1186,6.2,12.7,0.487,0.1,0.3,0.3,6.1,12.4,0.491,2,3.3,0.615,2.8,6.5,9.3,1.7,1.4,1.2,1.8,3.1,14.4
2017-18,26,UTA,NBA,C,77,77,2153,6.6,11.7,0.563,0.2,1.1,0.222,6.4,10.7,0.596,2.3,3.6,0.651,3.3,5.9,9.2,1.7,0.9,1.4,1.5,2.7,15.8
2018-19,27,UTA,NBA,C,76,70,1766,7.4,12.6,0.586,0.3,1.6,0.218,7.1,11,0.64,3.1,4.6,0.675,4.2,7.2,11.4,1.8,1.1,2.2,1.7,3.3,18.3
2019-20,28,NOP,NBA,C,45,43,1089,6.2,10.1,0.62,0,0.2,0.143,6.2,9.9,0.631,1.2,2,0.581,4.9,9.9,14.7,2.5,0.8,1.5,1.7,3.3,13.7
Career,NA,,NBA,,677,479,17356,6.5,12.3,0.53,0.1,0.4,0.207,6.5,12,0.539,2.9,4.4,0.662,3.6,6.8,10.4,1.6,1.1,1.8,2,3.7,16
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,UTA,NBA,,576,413,15176,6.7,12.7,0.526,0.1,0.4,0.21,6.6,12.3,0.536,3.1,4.6,0.667,3.4,6.6,10.1,1.6,1.1,1.8,2,3.5,16.5
1 season,NA,NJN,NBA,,56,23,1091,4.7,9.1,0.511,0,0,NA,4.7,9.1,0.511,2.3,3.8,0.612,4.2,5.6,9.8,0.7,0.6,1.4,1.8,6,11.6
1 season,NA,NOP,NBA,,45,43,1089,6.2,10.1,0.62,0,0.2,0.143,6.2,9.9,0.631,1.2,2,0.581,4.9,9.9,14.7,2.5,0.8,1.5,1.7,3.3,13.7
