,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2010-11,19,TOT,NBA,31:56,8,13,0,0,8,13,6,8,10,8,14,3,3,3,4,6,17,14.6
2010-11,19,NJN,NBA,29:50,6,10,0,0,6,10,6,8,10,8,14,2,2,3,4,5,14,13.7
2010-11,19,UTA,NBA,31:56,8,13,0,0,8,13,5,8,5,7,11,3,3,3,3,6,17,14.6
2011-12,20,UTA,NBA,41:38,10,16,0,0,10,16,9,9,9,11,17,4,3,5,4,6,23,23.7
2012-13,21,UTA,NBA,44:57,11,20,0,1,11,20,10,14,9,10,15,3,3,6,5,6,23,20.3
2013-14,22,UTA,NBA,43:02,12,19,0,1,12,19,7,9,8,14,18,5,5,5,6,6,28,25.4
2014-15,23,UTA,NBA,43:17,12,22,1,1,12,22,10,13,7,13,15,5,3,5,4,5,32,28.6
2015-16,24,UTA,NBA,43:32,14,24,0,1,14,24,8,10,7,13,16,6,4,7,5,5,35,30.9
2016-17,25,UTA,NBA,36:28,10,14,1,2,10,14,7,11,8,11,14,7,3,4,5,5,20,23.1
2017-18,26,UTA,NBA,35:28,12,16,2,3,12,16,8,11,7,10,13,5,4,4,4,5,25,28.4
2018-19,27,UTA,NBA,31:39,10,16,2,3,10,16,7,9,7,13,18,7,3,5,4,5,25,25.1
2019-20,28,NOP,NBA,36:07,10,13,1,1,10,12,3,6,9,12,20,8,2,4,4,5,22,25.1
Career,,,,44:57,14,24,2,3,14,24,10,14,10,14,20,8,5,7,6,6,35,30.9
9 Seasons,,UTA,NBA,44:57,14,24,2,3,14,24,10,14,9,14,18,7,5,7,6,6,35,30.9
1 Season,,NJN,NBA,29:50,6,10,0,0,6,10,6,8,10,8,14,2,2,3,4,5,14,13.7
1 Season,,NOP,NBA,36:07,10,13,1,1,10,12,3,6,9,12,20,8,2,4,4,5,22,25.1
