,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2010-11,19,TOT,NBA,PF,78,1535,,,,82%,18%,-7.5,-3.6,17,13,126,32,86,3,85,21,35
2010-11,19,NJN,NBA,PF,56,1091,,,,90%,10%,-6.8,+0.5,8,11,95,27,58,1,46,12,25
2010-11,19,UTA,NBA,PF,22,444,,,,61%,39%,-9.2,-8.1,9,2,31,5,28,2,39,9,10
2011-12,20,UTA,NBA,PF,65,1376,,,,79%,21%,-0.9,-2.6,25,25,68,23,92,2,92,17,49
2012-13,21,UTA,NBA,PF,77,1787,,,,80%,20%,-0.2,0.0,38,28,125,40,132,2,168,27,59
2013-14,22,UTA,NBA,PF,73,2201,,,,39%,62%,-8.3,-0.7,44,34,140,23,140,2,217,43,67
2014-15,23,UTA,NBA,PF,74,2280,,,,75%,26%,+1.6,+3.2,47,37,115,24,165,2,273,33,69
2015-16,24,UTA,NBA,PF,62,1983,,,,46%,54%,+1.8,-0.2,31,34,72,18,123,3,231,36,63
2016-17,25,UTA,NBA,PF,50,1186,,,,46%,54%,+3.1,-2.0,27,17,56,7,50,0,129,10,32
2017-18,26,UTA,NBA,C,77,2153,,,,39%,61%,+3.8,-2.0,22,23,90,16,109,8,254,29,41
2018-19,27,UTA,NBA,C,76,1766,,,,42%,58%,+5.4,+0.1,34,17,94,19,112,3,222,28,41
2019-20,28,NOP,NBA,C,45,1089,,,,,100%,+6.1,+10.9,25,4,62,12,35,2,194,13,19
Career,,,NBA,,677,17356,,,,54%,46%,+0.2,+0.1,310,232,948,214,1044,27,1865,257,475
,,,,,,,,,,,,,,,,,,,,,,
9 seasons,,UTA,NBA,,576,15176,,,,55%,45%,+0.3,-0.5,277,217,791,175,951,24,1625,232,431
1 season,,NJN,NBA,,56,1091,,,,90%,10%,-6.8,+0.5,8,11,95,27,58,1,46,12,25
1 season,,NOP,NBA,,45,1089,,,,,100%,+6.1,+10.9,25,4,62,12,35,2,194,13,19
