Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,24,PTP,ABA,PG,15,NA,14.1,2.6,5.9,0.438,0,0.1,0,2.6,5.8,0.448,0.438,1.1,1.3,0.8,NA,NA,1.4,1,0.7,1.9,6.3
Career,NA,,ABA,,15,NA,14.1,2.6,5.9,0.438,0,0.1,0,2.6,5.8,0.448,0.438,1.1,1.3,0.8,NA,NA,1.4,1,0.7,1.9,6.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,PTP,ABA,,15,NA,14.1,2.6,5.9,0.438,0,0.1,0,2.6,5.8,0.448,0.438,1.1,1.3,0.8,NA,NA,1.4,1,0.7,1.9,6.3
