Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1974-75,24,GSW,NBA,PG,13,NA,112,3.2,7.7,0.417,5.1,9,0.571,1.6,3.9,5.5,5.5,1.6,0.6,NA,7.4,11.6
1975-76,25,GSW,NBA,PG,13,NA,260,4.6,7.9,0.579,3.3,4.6,0.727,2.8,2.2,5,5.3,3,0.1,NA,4,12.5
1976-77,26,GSW,NBA,PG,10,NA,236,2,5.6,0.351,2.3,3.5,0.652,2.6,3.2,5.8,10.5,1.1,0,NA,4.3,6.3
Career,NA,,NBA,,36,NA,608,3.3,7,0.475,3.3,5,0.655,2.5,2.9,5.4,7.3,2,0.2,NA,4.7,9.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,GSW,NBA,,36,NA,608,3.3,7,0.475,3.3,5,0.655,2.5,2.9,5.4,7.3,2,0.2,NA,4.7,9.9
