,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1974-75,24,GSW,NBA,,2,5,5,8,,,4,4,,,,4,9,
1975-76,25,GSW,NBA,,4,8,6,8,,,7,7,,,,5,10,
1976-77,26,GSW,NBA,,3,7,5,8,,,7,14,,,,5,11,
Career,,,,,4,8,6,8,,,7,14,,,,5,11,
