Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,22,SEA,NBA,PG,12,,8.3,0.8,1.9,.435,1.2,1.3,.875,,,0.5,1.3,,,,1.3,2.8
1973-74,23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1974-75,24,GSW,NBA,PG,67,,11.3,1.5,3.2,.470,1.0,1.4,.722,0.9,1.3,2.2,1.5,0.6,0.0,,1.6,4.1
1975-76,25,GSW,NBA,PG,82,,17.8,2.2,4.2,.528,1.9,3.0,.641,1.4,1.9,3.3,2.9,0.9,0.0,,2.1,6.4
1976-77,26,GSW,NBA,PG,79,,21.3,2.8,5.3,.523,1.6,2.6,.635,1.5,2.2,3.7,4.4,0.8,0.1,,2.1,7.2
1977-78,27,GSW,NBA,PG,78,,21.3,1.6,3.2,.510,1.8,2.5,.708,1.1,2.6,3.7,5.2,0.9,0.0,2.1,2.3,5.0
1978-79,28,CHI,NBA,PG,43,,15.9,1.0,2.9,.360,0.7,1.0,.667,0.6,1.4,2.0,2.7,0.7,0.0,1.5,1.9,2.7
Career,NA,,NBA,,361,,17.6,1.9,3.8,.497,1.5,2.2,.672,1.2,1.9,3.0,3.4,0.8,0.0,1.9,2.0,5.3
,NA,,,,,,,,,,,,,,,,,,,,,
4 seasons,NA,GSW,NBA,,306,,18.2,2.1,4.0,.512,1.6,2.4,.668,1.2,2.0,3.3,3.6,0.8,0.0,2.1,2.0,5.7
1 season,NA,CHI,NBA,,43,,15.9,1.0,2.9,.360,0.7,1.0,.667,0.6,1.4,2.0,2.7,0.7,0.0,1.5,1.9,2.7
1 season,NA,SEA,NBA,,12,,8.3,0.8,1.9,.435,1.2,1.3,.875,,,0.5,1.3,,,,1.3,2.8
