,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1950-51,22,PHW,NBA,,7,14,9,12,12,2,6,23
1951-52,23,PHW,NBA,,11,19,12,13,15,4,6,29
1955-56,27,PHW,NBA,,13,33,15,19,13,5,6,37
1956-57,28,PHW,NBA,,3,7,3,4,7,1,3,9
1957-58,29,PHW,NBA,,13,26,12,16,10,5,6,31
1959-60,31,PHW,NBA,,13,28,14,16,15,8,4,40
1960-61,32,PHW,NBA,,11,24,11,13,12,5,6,30
1961-62,33,PHW,NBA,,16,31,12,15,10,5,6,43
Career,,,,,16,33,15,19,15,8,6,43
