Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1950-51,22,PHW,NBA,SF,1,NA,,7,12,0.583,1,2,0.5,7,0,2,15
1951-52,23,PHW,NBA,SF,1,1,32:00,9,13,0.692,8,8,1,6,0,1,26
1954-55,26,PHW,NBA,SF,1,0,23:00,4,9,0.444,1,2,0.5,2,2,5,9
1955-56,27,PHW,NBA,SF,1,1,28:00,5,13,0.385,3,5,0.6,7,1,6,13
1956-57,28,PHW,NBA,SF,1,1,26:00,6,13,0.462,1,2,0.5,5,0,2,13
1957-58,29,PHW,NBA,SF,1,0,29:00,11,17,0.647,2,2,1,8,2,3,24
1958-59,30,PHW,NBA,SF,1,1,30:00,4,15,0.267,8,9,0.889,8,0,2,16
1959-60,31,PHW,NBA,SF,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960-61,32,PHW,NBA,SF,1,0,17:00,6,12,0.5,5,6,0.833,2,1,4,17
1961-62,33,PHW,NBA,SF,1,0,21:00,2,12,0.167,0,0,NA,2,0,4,4
Career,NA,,NBA,,9,4,206,54,116,0.466,29,36,0.806,47,6,29,137
