Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1997-98,21,LAC,NBA,PF,71,3,1513,7.6,16.1,0.476,0,0,0,7.6,16,0.476,4.1,5.8,0.709,2.8,4.2,7,1.3,0.8,1,2.5,5.3,19.4
1998-99,22,LAC,NBA,PF,46,45,1505,7.4,16.1,0.461,0,0.1,0.167,7.4,16,0.463,3.6,4.9,0.728,2.4,3.4,5.8,1.6,0.4,0.7,2.9,4.3,18.5
1999-00,23,LAC,NBA,PF,62,60,2227,7.4,16,0.464,0,0.1,0.125,7.4,15.8,0.466,2.3,3.2,0.711,1.6,4.9,6.5,1.6,0.8,0.8,2.7,3.5,17.1
2000-01,24,HOU,NBA,SF,69,69,1972,7.1,14.5,0.489,0,0.1,0,7.1,14.5,0.492,2.2,3,0.735,2,4.9,6.9,1.9,0.5,0.7,2.3,3.8,16.4
2002-03,26,HOU,NBA,PF,67,9,1377,6,14,0.432,0,0.1,0,6,13.9,0.433,2.6,3.6,0.725,2.5,3.7,6.2,1.7,0.6,0.6,2.6,3.9,14.7
2003-04,27,HOU,NBA,PF,75,10,2081,6.3,13.2,0.48,0,0,0,6.3,13.2,0.481,2.2,3,0.736,2.3,4.4,6.6,1.9,0.7,0.8,2.6,4.4,14.9
2004-05,28,TOT,NBA,PF-C,65,16,1336,5.5,12,0.455,0.1,0.2,0.333,5.4,11.8,0.458,1.7,2.8,0.612,1.8,5.1,6.9,1.8,0.7,0.5,2.5,4.9,12.7
2004-05,28,HOU,NBA,PF,38,16,905,5.1,11.6,0.435,0.1,0.3,0.375,4.9,11.3,0.437,1.6,2.4,0.65,1.6,4.9,6.5,2.1,0.6,0.5,2.5,4.9,11.8
2004-05,28,NYK,NBA,C,27,0,431,6.3,12.9,0.494,0,0.1,0,6.3,12.8,0.497,2,3.6,0.558,2.2,5.6,7.8,1.2,0.9,0.7,2.6,4.8,14.7
2005-06,29,NYK,NBA,PF,67,13,1210,5.4,11.6,0.468,0,0,0,5.4,11.5,0.469,1.7,2.5,0.699,1.9,4.9,6.8,1.6,0.6,0.4,3.1,5.3,12.6
2006-07,30,SAC,NBA,PF,12,2,103,2.8,9.8,0.286,0,0,NA,2.8,9.8,0.286,2.8,4.5,0.615,3.5,6.3,9.8,1.7,1.4,0.3,2.1,5.6,8.4
Career,NA,,NBA,,534,227,13324,6.7,14.3,0.466,0,0.1,0.152,6.7,14.2,0.468,2.5,3.6,0.711,2.1,4.5,6.6,1.7,0.7,0.7,2.6,4.3,15.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,HOU,NBA,,249,104,6335,6.3,13.6,0.467,0,0.1,0.188,6.3,13.5,0.469,2.2,3,0.723,2.1,4.5,6.6,1.9,0.6,0.7,2.5,4.2,14.9
3 seasons,NA,LAC,NBA,,179,108,5245,7.5,16,0.466,0,0.1,0.133,7.5,15.9,0.468,3.2,4.5,0.716,2.2,4.3,6.4,1.5,0.7,0.8,2.7,4.2,18.2
2 seasons,NA,NYK,NBA,,94,13,1641,5.7,11.9,0.475,0,0,0,5.7,11.9,0.477,1.8,2.8,0.651,2,5.1,7.1,1.5,0.7,0.5,2.9,5.1,13.1
1 season,NA,SAC,NBA,,12,2,103,2.8,9.8,0.286,0,0,NA,2.8,9.8,0.286,2.8,4.5,0.615,3.5,6.3,9.8,1.7,1.4,0.3,2.1,5.6,8.4
