,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2006-07,21,CLE,NBA,SG,1,0,,,100%,,,,,0,0,0,0,0,0,0,0,0
2008-09,23,LAL,NBA,SG,21,276,77%,23%,,,,+7.9,+0.2,2,4,13,4,11,0,31,1,8
2009-10,24,LAL,NBA,SG,23,324,13%,86%,1%,,,-6.5,-14.9,6,4,22,1,12,1,47,2,8
2010-11,25,LAL,NBA,SG,10,166,9%,91%,,,,-9.3,-12.5,5,2,4,1,7,0,15,2,2
Career,,,NBA,,55,766,35%,65%,1%,,,-1.9,-8.9,13,10,39,6,30,1,93,5,18
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,LAL,NBA,,54,766,35%,65%,1%,,,-1.9,-8.9,13,10,39,6,30,1,93,5,18
1 season,,CLE,NBA,,1,0,,,,,,,,0,0,0,0,0,0,0,0,0
