,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2006-07,21,CLE,NBA,SG,23,202,,69%,31%,1%,,-15.0,-20.5,4,5,14,3,8,0,24,2,5
2007-08,22,TOT,NBA,SG,21,240,2%,72%,27%,,,-18.9,-17.8,5,10,14,4,13,0,41,4,11
2007-08,22,CLE,NBA,SG,15,218,2%,72%,26%,,,-15.6,-16.4,4,7,14,3,10,0,41,4,11
2007-08,22,CHI,NBA,SG,6,22,,70%,30%,,,-50.0,-47.2,1,3,0,1,3,0,0,0,0
2008-09,23,TOT,NBA,SG,48,477,28%,68%,4%,,,-2.5,-6.4,21,10,23,4,16,4,87,4,12
2008-09,23,CHA,NBA,SG,30,341,6%,89%,6%,,,-10.3,-9.8,18,6,18,3,11,2,65,2,10
2008-09,23,LAL,NBA,SG,18,136,84%,16%,,,,+14.9,+7.0,3,4,5,1,5,2,22,2,2
2009-10,24,LAL,NBA,SG,82,1700,16%,83%,1%,,,+1.4,-6.5,26,20,81,7,43,6,255,5,23
2010-11,25,LAL,NBA,SG,82,1568,8%,91%,,,,+3.4,-5.7,25,26,60,13,44,3,221,11,29
2011-12,26,PHO,NBA,SG,59,1400,,97%,3%,,,-2.7,-4.3,22,23,28,9,43,4,154,7,29
2012-13,27,PHO,NBA,SG,59,1402,,97%,3%,,,-7.2,-0.3,26,31,41,7,51,6,246,18,30
2013-14,28,TOT,NBA,SG,29,251,,94%,6%,,,-11.9,-16.1,5,6,16,1,5,1,20,1,2
2013-14,28,SAS,NBA,SG,10,103,,87%,13%,,,-14.5,-23.3,3,1,8,0,2,0,11,1,2
2013-14,28,NYK,NBA,SG,19,148,,100%,,,,-10.0,-9.4,2,5,8,1,3,1,9,0,0
2014-15,29,MIA,NBA,SG,5,89,,77%,23%,,,-7.0,-4.4,1,2,5,1,1,0,7,0,0
Career,,,NBA,,408,7329,7%,89%,4%,,,-2.5,-5.8,135,133,282,49,224,24,1055,52,141
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,LAL,NBA,,182,3404,15%,84%,,,,+2.9,-5.6,54,50,146,21,92,11,498,18,54
2 seasons,,PHO,NBA,,118,2802,,97%,3%,,,-5.0,-2.3,48,54,69,16,94,10,400,25,59
2 seasons,,CLE,NBA,,38,420,1%,70%,28%,,,-15.3,-18.4,8,12,28,6,18,0,65,6,16
1 season,,CHA,NBA,,30,341,6%,89%,6%,,,-10.3,-9.8,18,6,18,3,11,2,65,2,10
1 season,,NYK,NBA,,19,148,,100%,,,,-10.0,-9.4,2,5,8,1,3,1,9,0,0
1 season,,SAS,NBA,,10,103,,87%,13%,,,-14.5,-23.3,3,1,8,0,2,0,11,1,2
1 season,,CHI,NBA,,6,22,,70%,30%,,,-50.0,-47.2,1,3,0,1,3,0,0,0,0
1 season,,MIA,NBA,,5,89,,77%,23%,,,-7.0,-4.4,1,2,5,1,1,0,7,0,0
