Season,Team,Lg,Salary
2016-17,San Antonio Spurs,NBA,"$543,471"
2017-18,San Antonio Spurs,NBA,"$1,312,611"
2018-19,San Antonio Spurs,NBA,"$7,000,000"
Career,(may be incomplete),,"$8,856,082"
