,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2016-17,24,SAS,NBA,PF,67,808,.440,20.4,.261,.150,.030,.026,.056,.739,.557,.714,.286,.167,.462,.399,.765,.073,16,.957,.202,.486,1,0
2017-18,25,SAS,NBA,PF,77,1086,.440,19.7,.311,.137,.068,.057,.049,.689,.588,.800,.440,.524,.278,.373,.836,.033,12,1.000,.143,.500,1,0
2018-19,26,SAS,NBA,PF,76,1632,.450,21.8,.254,.073,.071,.057,.053,.746,.513,.758,.344,.500,.417,.429,.831,.020,8,.986,.139,.596,3,0
2019-20,27,WAS,NBA,PF,54,1583,.434,22.2,.226,.097,.059,.034,.036,.774,.471,.644,.306,.429,.318,.424,.754,.025,14,.915,.078,.568,1,0
Career,,,NBA,,274,5109,.441,21.3,.257,.106,.060,.044,.046,.743,.526,.723,.350,.459,.364,.411,.800,.032,50,.957,.126,.542,6,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,SAS,NBA,,220,3526,.444,20.7,.275,.112,.061,.050,.052,.725,.552,.763,.375,.472,.382,.404,.819,.036,36,.984,.155,.534,5,0
1 season,,WAS,NBA,,54,1583,.434,22.2,.226,.097,.059,.034,.036,.774,.471,.644,.306,.429,.318,.424,.754,.025,14,.915,.078,.568,1,0
