Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Andre McCarter,,0.8,0.3,0
Greg Sutton,86.2,0.8,0.2,-0.1
Greg Graham,82.6,0.8,0.3,0.1
Glenn Hansen,80.2,0.8,0.4,-0.1
Raymond Townsend,79.6,0.8,0.4,-0.2
Ian Clark,78.3,0.9,0.2,-0.1
Joe Harris,78.2,0.8,0.2,0
Mike Holton,76.9,0.8,0.3,0.2
Sam Jacobson,76.7,0.9,0.2,0
Eddie Hughes,75.1,1,0.4,0
Pace Mannion,72.7,0.9,0.4,0.2
