Season,Team,Lg,Salary
1990-91,New York Knicks,NBA,"$565,000"
1991-92,Phoenix Suns,NBA,"$735,000"
1992-93,Phoenix Suns,NBA,"$904,000"
1993-94,Phoenix Suns,NBA,"$1,073,000"
Career,(may be incomplete),,"$3,277,000"
