Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1988-89,23,ATL,NBA,SF,41,0,231,7.4,17.5,0.422,0,0,NA,7.4,17.5,0.422,6.3,9.3,0.682,4,4.6,8.7,2.1,1.5,1.3,2.5,7,21.1,NA,106,109
1989-90,24,ATL,NBA,SF,14,0,29,8.6,24.2,0.357,0,1.7,0,8.6,22.4,0.385,3.5,10.4,0.333,5.2,6.9,12.1,3.5,1.7,0,3.5,5.2,20.7,NA,84,112
1990-91,25,ATL,NBA,SF,78,2,1165,7.3,14.9,0.489,0.1,0.1,0.667,7.2,14.8,0.487,5.2,6.5,0.801,4.1,3.4,7.5,2.3,1.4,1.1,3.3,6.3,19.8,NA,110,112
1991-92,26,ATL,NBA,SF,66,12,1598,10.2,19.4,0.524,0.3,1,0.333,9.8,18.4,0.534,5.1,6.7,0.761,3.2,3.2,6.4,2.8,1.5,0.5,3,4.1,25.8,NA,113,112
1992-93,27,ATL,NBA,SF,82,15,1736,9.3,19.7,0.47,0.3,1,0.25,9,18.7,0.482,5,6.4,0.779,2.7,2.7,5.4,3.7,1.7,0.5,2.9,4.5,23.8,NA,109,113
1993-94,28,ATL,NBA,SF,72,13,1155,8.1,16.7,0.485,0,0.4,0.111,8.1,16.3,0.495,6.4,8.1,0.783,2.7,3,5.7,2.9,1.9,0.7,2.8,3.7,22.6,NA,112,105
1994-95,29,IND,NBA,SF,56,1,607,7.3,15.2,0.48,0.1,0.5,0.167,7.2,14.7,0.491,5.6,7.5,0.753,4.4,3.3,7.7,2.7,2.3,0.5,3.8,6.9,20.3,NA,107,107
1995-96,30,IND,NBA,SF,54,6,591,7.3,15.1,0.482,0,0.7,0,7.3,14.4,0.506,3.8,5.2,0.737,2.9,5.5,8.5,2.7,2.1,0.3,3.1,7.5,18.4,NA,104,107
1996-97,31,IND,NBA,SF,62,18,1115,7.7,16.3,0.472,0.9,2.1,0.409,6.8,14.2,0.481,2.8,4.5,0.617,2.8,4.1,6.8,3.2,1.8,0.3,2.7,5.8,19.1,NA,104,107
1997-98,32,GSW,NBA,SF,50,5,461,4.7,12.6,0.369,0,0.7,0,4.7,12,0.39,1.4,2.5,0.545,2.8,2.5,5.4,3,2.4,0.7,2,5.7,10.7,NA,87,108
1998-99,33,GSW,NBA,SF,8,0,46,1.2,16.4,0.071,0,0,NA,1.2,16.4,0.071,3.5,4.7,0.75,5.9,1.2,7,0,1.2,1.2,1.2,4.7,5.9,NA,54,107
Career,NA,,NBA,,583,72,8734,8.2,17.2,0.48,0.2,0.8,0.288,8,16.3,0.49,4.8,6.4,0.75,3.2,3.4,6.6,3,1.8,0.6,3,5.2,21.5,NA,108,110
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,ATL,NBA,,353,42,5914,8.8,18,0.489,0.2,0.7,0.28,8.6,17.3,0.497,5.4,7,0.771,3.2,3.1,6.3,3,1.6,0.7,3,4.7,23.2,NA,111,111
3 seasons,NA,IND,NBA,,172,25,2313,7.5,15.7,0.476,0.4,1.3,0.328,7,14.4,0.49,3.8,5.5,0.695,3.2,4.3,7.5,2.9,2,0.3,3.1,6.5,19.2,NA,105,107
2 seasons,NA,GSW,NBA,,58,5,507,4.4,13,0.336,0,0.6,0,4.4,12.4,0.353,1.6,2.7,0.577,3.1,2.4,5.5,2.7,2.3,0.7,2,5.6,10.3,NA,84,108
